Date,EmpID,Gender,Age,EthnicGroup,FP,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
01 October 2018,11514,F,19,Group F,PT,Yes,South,01 October 2014,Hourly,Involuntary,20-29,30,1,1
01 October 2018,11780,M,38,Group B,PT,No,South,28 August 2014,Hourly,Unknown,30-49,34,1.13,0
01 October 2018,12002,M,20,Group E,PT,No,South,27 September 2014,Hourly,Involuntary,20-29,30,1,1
01 October 2018,12026,M,22,Group E,PT,No,South,14 August 2014,Hourly,Unknown,20-29,48,1.6,0
01 October 2018,12030,F,26,Group B,PT,Yes,South,01 October 2014,Hourly,Involuntary,20-29,9,0.3,1
01 October 2018,12356,M,51,Group G,PT,No,South,30 September 2014,Hourly,Involuntary,50-65,25,0.83,1
01 October 2018,13062,F,58,Group A,PT,Yes,East,23 October 2014,Hourly,Involuntary,50-65,2,0.07,1
01 October 2018,13474,M,19,Group D,PT,No,West,16 September 2014,Hourly,Unknown,20-29,15,0.5,0
01 October 2018,13630,F,16,Group C,PT,Yes,Northwest,24 October 2014,Hourly,Involuntary,20-29,0,0,1
01 October 2018,13734,M,20,Group C,PT,No,Northwest,05 September 2014,Hourly,Unknown,20-29,26,0.87,0
01 October 2018,13834,M,28,Group C,PT,No,Central,09 September 2014,Hourly,Unknown,20-29,22,0.73,0
01 October 2018,13918,M,22,Group E,PT,Yes,West,01 October 2014,Hourly,Involuntary,20-29,20,0.67,1
01 October 2018,14244,M,34,Group B,PT,No,West,24 September 2014,Hourly,Involuntary,30-49,24,0.8,1
01 October 2018,14246,M,19,Group A,PT,No,West,18 September 2014,Hourly,Unknown,20-29,13,0.43,0
01 October 2018,14390,M,21,Group G,PT,Yes,Northwest,01 October 2014,Hourly,Involuntary,20-29,9,0.3,1
01 October 2018,14486,M,18,Group F,PT,No,Northwest,17 September 2014,Hourly,Involuntary,20-29,32,1.07,1
01 October 2018,14554,M,57,Group E,PT,Yes,Central,01 October 2014,Hourly,Involuntary,50-65,18,0.6,1
01 October 2018,14562,M,20,Group B,PT,No,Central,26 August 2014,Hourly,Involuntary,20-29,42,1.4,1
01 October 2018,14648,F,22,Group A,PT,No,Central,24 September 2014,Hourly,Involuntary,20-29,33,1.1,1
01 October 2018,14720,M,19,Group D,PT,Yes,East,16 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,14850,F,25,Group D,PT,No,East,30 September 2014,Hourly,Voluntary,20-29,28,0.93,1
01 October 2018,15040,F,20,Group E,PT,Yes,East,14 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,15046,F,25,Group B,PT,No,East,30 September 2014,Hourly,Voluntary,20-29,10,0.33,1
01 October 2018,15410,M,25,Group B,PT,No,Central,13 September 2014,Hourly,Voluntary,20-29,27,0.9,1
01 October 2018,15568,M,24,Group A,PT,Yes,Central,01 October 2014,Hourly,Voluntary,20-29,7,0.23,1
01 October 2018,15580,M,37,Group D,PT,Yes,Central,01 October 2014,Hourly,Voluntary,30-49,3,0.1,1
01 October 2018,16048,M,21,Group F,PT,Yes,Northwest,24 October 2014,Hourly,Voluntary,20-29,0,0,1
01 October 2018,16372,M,37,Group E,PT,Yes,West,01 October 2014,Hourly,Voluntary,30-49,14,0.47,1
01 October 2018,16380,M,27,Group E,PT,Yes,West,01 October 2014,Hourly,Voluntary,20-29,30,1,1
01 October 2018,16414,M,49,Group F,PT,No,Northwest,11 July 2014,Hourly,Voluntary,30-49,85,2.83,0
01 October 2018,16418,M,18,Group G,PT,No,Northwest,12 September 2014,Hourly,Voluntary,20-29,30,1,1
01 October 2018,16474,M,26,Group E,PT,Yes,Northwest,01 October 2014,Hourly,Voluntary,20-29,11,0.37,1
01 October 2018,16582,F,30,Group D,PT,Yes,Midwest,24 October 2014,Hourly,Voluntary,30-49,5,0.17,1
01 October 2018,16588,F,17,Group E,PT,No,Central,27 September 2014,Hourly,Voluntary,20-29,34,1.13,1
01 October 2018,16600,F,53,Group C,PT,Yes,Central,30 October 2014,Hourly,Voluntary,50-65,0,0,1
01 October 2018,17006,M,20,Group B,PT,No,West,26 September 2014,Hourly,Unknown,20-29,5,0.17,0
01 October 2018,17362,F,29,Group B,FT,No,East,20 December 2011,Hourly,Voluntary,20-29,1017,33.9,0
01 October 2018,17574,F,31,Group C,PT,No,East,30 September 2014,Hourly,Voluntary,30-49,4,0.13,1
01 October 2018,17774,M,28,Group G,PT,Yes,Northwest,01 October 2014,Hourly,Voluntary,20-29,9,0.3,1
01 October 2018,18006,F,18,Group E,PT,No,Northwest,07 June 2014,Hourly,Unknown,20-29,116,3.87,0
01 October 2018,18024,M,53,Group C,PT,No,Northwest,05 August 2014,Hourly,Unknown,50-65,57,1.9,0
01 October 2018,18264,F,19,Group D,PT,No,West,04 September 2014,Hourly,Voluntary,20-29,36,1.2,1
01 October 2018,18466,F,45,Group G,PT,Yes,Northwest,01 October 2014,Hourly,Voluntary,30-49,6,0.2,1
01 October 2018,18940,F,24,Group C,PT,No,West,22 August 2014,Hourly,Involuntary,20-29,48,1.6,1
01 October 2018,18994,F,21,Group B,FT,No,Northwest,09 September 2013,Hourly,Unknown,20-29,387,12.9,0
01 October 2018,19108,F,21,Group B,PT,Yes,Northwest,01 October 2014,Hourly,Voluntary,20-29,1,0.03,1
01 October 2018,19376,M,19,Group C,PT,No,Central,03 October 2013,Hourly,Unknown,20-29,363,12.1,0
01 October 2018,19406,F,24,Group B,PT,Yes,Central,23 October 2014,Hourly,Involuntary,20-29,8,0.27,1
01 October 2018,19418,M,20,Group G,PT,No,Central,24 September 2014,Hourly,Unknown,20-29,7,0.23,0
01 October 2018,19442,M,22,Group D,PT,No,Central,17 June 2014,Hourly,Unknown,20-29,106,3.53,0
01 October 2018,19556,M,20,Group E,PT,Yes,Central,23 October 2014,Hourly,Voluntary,20-29,2,0.07,1
01 October 2018,19598,F,19,Group G,PT,No,Northwest,13 February 2014,Hourly,Involuntary,20-29,239,7.97,0
01 October 2018,19870,M,24,Group A,PT,No,Northwest,24 October 2013,Hourly,Involuntary,20-29,353,11.77,0
01 October 2018,20270,M,42,Group F,PT,Yes,Northwest,03 October 2014,Hourly,Unknown,30-49,0,0,0
01 October 2018,20430,M,23,Group B,PT,No,Central,03 September 2014,Hourly,Involuntary,20-29,58,1.93,1
01 October 2018,20430,M,23,Group B,PT,No,Central,03 September 2014,Hourly,Unknown,20-29,28,0.93,0
01 October 2018,20486,M,52,Group A,PT,Yes,Central,28 October 2014,Hourly,Voluntary,50-65,1,0.03,1
01 October 2018,21046,M,20,Group F,PT,No,Central,30 July 2014,Hourly,Unknown,20-29,63,2.1,0
01 October 2018,21628,F,20,Group G,PT,No,Northwest,12 June 2014,Hourly,Voluntary,20-29,120,4,0
01 October 2018,21630,F,19,Group B,PT,No,South,18 October 2013,Hourly,Unknown,20-29,348,11.6,0
01 October 2018,21870,F,21,Group C,PT,No,North,13 September 2013,Hourly,Unknown,20-29,383,12.77,0
01 October 2018,21990,M,17,Group E,PT,No,Midwest,20 August 2014,Hourly,Unknown,20-29,42,1.4,0
01 October 2018,22208,F,48,Group A,FT,Yes,Central,17 October 2014,Salary,Unknown,30-49,0,0,0
01 October 2018,22522,F,21,Group E,PT,No,East,30 September 2014,Hourly,Voluntary,20-29,10,0.33,1
01 October 2018,22606,F,28,Group F,PT,Yes,Midwest,23 October 2014,Hourly,Voluntary,20-29,7,0.23,1
01 October 2018,24502,F,23,Group F,PT,No,East,17 September 2013,Hourly,Voluntary,20-29,406,13.53,0
01 October 2018,24700,F,21,Group F,FT,No,East,07 May 2014,Hourly,Voluntary,20-29,162,5.4,0
01 October 2018,24994,M,21,Group B,PT,No,Northwest,19 November 2013,Hourly,Voluntary,20-29,319,10.63,0
01 October 2018,25012,M,26,Group G,PT,Yes,Northwest,31 October 2014,Hourly,Voluntary,20-29,0,0,1
01 October 2018,25044,F,20,Group G,PT,No,Central,21 June 2013,Hourly,Voluntary,20-29,496,16.53,0
01 October 2018,25180,F,45,Group C,PT,Yes,North,01 October 2014,Hourly,Voluntary,30-49,5,0.17,1
01 October 2018,26232,M,21,Group E,PT,No,Northwest,13 June 2014,Hourly,Voluntary,20-29,114,3.8,0
01 October 2018,26870,M,35,Group A,PT,No,Central,03 September 2014,Hourly,Unknown,30-49,28,0.93,0
01 October 2018,27218,M,30,Group E,PT,Yes,North,28 October 2014,Hourly,Voluntary,30-49,1,0.03,1
01 October 2018,27676,F,21,Group A,PT,No,East,11 March 2014,Hourly,Unknown,20-29,204,6.8,0
01 October 2018,28010,F,21,Group D,PT,Yes,Central,01 October 2014,Hourly,Voluntary,20-29,0,0,1
01 October 2018,28066,M,29,Group F,PT,No,Northwest,30 April 2014,Hourly,Voluntary,20-29,154,5.13,0
01 October 2018,28076,M,21,Group E,PT,No,Northwest,27 September 2014,Hourly,Unknown,20-29,4,0.13,0
01 October 2018,28394,F,19,Group F,PT,No,West,27 August 2014,Hourly,Voluntary,20-29,48,1.6,1
01 October 2018,28738,F,23,Group G,PT,No,Central,16 September 2012,Hourly,Unknown,20-29,745,24.83,0
01 October 2018,28758,M,22,Group A,PT,No,West,07 January 2014,Hourly,Voluntary,20-29,269,8.97,0
01 October 2018,29040,F,22,Group A,PT,Yes,West,23 October 2014,Hourly,Voluntary,20-29,0,0,1
01 October 2018,29044,M,46,Group C,PT,No,West,05 June 2014,Hourly,Unknown,30-49,118,3.93,0
01 October 2018,29378,M,57,Group D,PT,Yes,West,30 October 2014,Hourly,Voluntary,50-65,0,0,1
01 October 2018,29416,M,24,Group A,PT,No,West,21 August 2014,Hourly,Unknown,20-29,41,1.37,0
01 October 2018,29830,F,20,Group B,PT,No,Central,04 June 2014,Hourly,Voluntary,20-29,130,4.33,0
01 October 2018,29840,M,45,Group F,PT,No,Central,13 September 2014,Hourly,Voluntary,30-49,42,1.4,1
01 October 2018,30026,M,20,Group A,PT,Yes,Central,30 October 2014,Hourly,Voluntary,20-29,0,0,1
01 October 2018,30260,M,26,Group A,PT,No,Northwest,18 June 2014,Hourly,Voluntary,20-29,121,4.03,0
01 October 2018,30902,M,25,Group F,PT,No,Northwest,16 August 2014,Hourly,Voluntary,20-29,74,2.47,0
01 October 2018,30924,M,28,Group G,PT,No,Northwest,07 May 2014,Hourly,Voluntary,20-29,159,5.3,0
01 October 2018,30950,M,20,Group C,PT,No,Northwest,30 July 2014,Hourly,Unknown,20-29,63,2.1,0
01 October 2018,31772,M,52,Group C,PT,No,West,21 August 2014,Hourly,Unknown,50-65,41,1.37,0
01 October 2018,32024,M,17,Group E,PT,No,Central,25 June 2014,Hourly,Unknown,20-29,98,3.27,0
01 October 2018,32058,F,72,Group E,PT,Yes,Midwest,23 October 2014,Hourly,Voluntary,50-65,7,0.23,1
01 October 2018,32066,M,17,Group E,PT,No,Northwest,30 September 2014,Hourly,Voluntary,20-29,12,0.4,1
01 October 2018,33310,M,23,Group D,FT,No,East,25 June 2013,Salary,Voluntary,20-29,464,15.47,0
01 October 2018,40390,F,56,Group G,PT,No,North,20 June 2014,Hourly,Unknown,50-65,103,3.43,0
01 October 2018,40404,F,19,Group A,PT,No,North,26 June 2014,Hourly,Unknown,20-29,97,3.23,0
01 October 2018,40406,M,49,Group B,FT,No,North,09 April 2005,Hourly,Unknown,30-49,3462,115.4,0
01 October 2018,40416,F,20,Group C,FT,No,North,21 May 2013,Hourly,Unknown,20-29,498,16.6,0
01 October 2018,40418,M,21,Group D,PT,No,North,08 July 2014,Hourly,Unknown,20-29,85,2.83,0
01 October 2018,40428,M,29,Group D,PT,No,North,27 August 2014,Hourly,Unknown,20-29,35,1.17,0
01 October 2018,40434,M,56,Group E,FT,No,North,16 August 2012,Hourly,Unknown,50-65,776,25.87,0
01 October 2018,40440,F,20,Group G,PT,Yes,North,01 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,40442,M,19,Group G,PT,No,North,05 March 2014,Hourly,Unknown,20-29,210,7,0
01 October 2018,40452,M,47,Group A,PT,No,North,16 October 2013,Hourly,Unknown,30-49,350,11.67,0
01 October 2018,40456,M,58,Group E,PT,No,North,10 June 2014,Hourly,Unknown,50-65,113,3.77,0
01 October 2018,40458,F,24,Group B,PT,No,North,18 July 2014,Hourly,Unknown,20-29,75,2.5,0
01 October 2018,40462,F,20,Group A,PT,No,North,19 September 2013,Hourly,Unknown,20-29,377,12.57,0
01 October 2018,40466,F,19,Group B,PT,No,North,06 June 2014,Hourly,Unknown,20-29,117,3.9,0
01 October 2018,40472,F,57,Group E,FT,No,North,18 May 2005,Hourly,Unknown,50-65,3423,114.1,0
01 October 2018,40478,M,22,Group C,PT,No,North,22 June 2011,Hourly,Unknown,20-29,1197,39.9,0
01 October 2018,40480,F,21,Group F,PT,No,North,12 September 2014,Hourly,Unknown,20-29,19,0.63,0
01 October 2018,40484,M,21,Group F,PT,No,North,13 December 2011,Hourly,Unknown,20-29,1023,34.1,0
01 October 2018,40486,M,28,Group A,PT,No,North,02 November 2011,Hourly,Unknown,20-29,1064,35.47,0
01 October 2018,40488,M,37,Group D,FT,No,North,23 May 2011,Hourly,Unknown,30-49,1227,40.9,0
01 October 2018,40502,M,22,Group A,PT,No,North,18 July 2014,Hourly,Unknown,20-29,75,2.5,0
01 October 2018,40506,M,21,Group G,PT,No,North,27 July 2012,Hourly,Unknown,20-29,796,26.53,0
01 October 2018,40514,F,20,Group F,PT,No,North,21 August 2014,Hourly,Unknown,20-29,41,1.37,0
01 October 2018,40530,M,20,Group A,PT,No,North,26 March 2014,Hourly,Unknown,20-29,189,6.3,0
01 October 2018,40542,M,47,Group D,PT,No,North,21 June 2005,Hourly,Unknown,30-49,3389,112.97,0
01 October 2018,40548,F,31,Group E,FT,No,North,02 May 2007,Hourly,Unknown,30-49,2709,90.3,0
01 October 2018,40554,M,68,Group C,PT,No,North,23 February 2007,Hourly,Unknown,50-65,2777,92.57,0
01 October 2018,40674,F,19,Group G,PT,Yes,North,03 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,40684,M,21,Group F,PT,No,North,18 September 2014,Hourly,Unknown,20-29,13,0.43,0
01 October 2018,40702,F,21,Group D,PT,No,North,10 September 2014,Hourly,Unknown,20-29,21,0.7,0
01 October 2018,40720,F,20,Group G,PT,Yes,North,23 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,40728,F,36,Group C,PT,Yes,North,30 October 2014,Hourly,Unknown,30-49,0,0,0
01 October 2018,40754,F,24,Group D,PT,No,North,07 August 2008,Hourly,Unknown,20-29,2246,74.87,0
01 October 2018,40986,M,58,Group B,PT,Yes,Midwest,24 October 2014,Hourly,Unknown,50-65,0,0,0
01 October 2018,41030,F,20,Group F,PT,No,Midwest,16 May 2013,Hourly,Unknown,20-29,503,16.77,0
01 October 2018,41038,M,44,Group F,PT,No,Midwest,16 March 2012,Hourly,Unknown,30-49,929,30.97,0
01 October 2018,41042,F,37,Group D,PT,No,Midwest,09 August 2013,Hourly,Unknown,30-49,418,13.93,0
01 October 2018,41046,M,27,Group G,FT,No,Midwest,17 April 2014,Hourly,Unknown,20-29,167,5.57,0
01 October 2018,41050,M,29,Group F,PT,No,Midwest,29 December 2007,Hourly,Unknown,20-29,2468,82.27,0
01 October 2018,41058,F,24,Group C,PT,No,Midwest,26 October 2011,Hourly,Unknown,20-29,1071,35.7,0
01 October 2018,41082,F,23,Group F,PT,No,Midwest,18 February 2010,Hourly,Unknown,20-29,1686,56.2,0
01 October 2018,41090,M,19,Group G,PT,No,Midwest,25 April 2014,Hourly,Unknown,20-29,159,5.3,0
01 October 2018,41104,M,19,Group D,PT,Yes,Midwest,10 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,41288,F,22,Group B,FT,No,Midwest,02 March 2012,Hourly,Unknown,20-29,943,31.43,0
01 October 2018,41290,M,21,Group G,PT,No,Midwest,12 February 2014,Hourly,Unknown,20-29,231,7.7,0
01 October 2018,41292,F,22,Group D,PT,No,Midwest,03 November 2012,Hourly,Unknown,20-29,697,23.23,0
01 October 2018,41314,F,21,Group F,PT,No,Midwest,06 June 2014,Hourly,Unknown,20-29,117,3.9,0
01 October 2018,41316,M,42,Group F,PT,No,Midwest,25 June 2014,Hourly,Unknown,30-49,98,3.27,0
01 October 2018,41332,M,26,Group G,FT,No,Midwest,20 October 2009,Hourly,Unknown,20-29,1807,60.23,0
01 October 2018,41344,M,66,Group F,PT,No,Midwest,30 August 2005,Hourly,Unknown,50-65,3319,110.63,0
01 October 2018,41372,F,31,Group G,FT,No,Midwest,26 July 2013,Hourly,Unknown,30-49,432,14.4,0
01 October 2018,41388,F,22,Group B,FT,No,South,26 June 2013,Hourly,Unknown,20-29,462,15.4,0
01 October 2018,41390,M,40,Group B,PT,No,South,16 August 2014,Hourly,Unknown,30-49,46,1.53,0
01 October 2018,41394,M,42,Group G,PT,No,South,14 June 2014,Hourly,Unknown,30-49,109,3.63,0
01 October 2018,41396,F,19,Group C,PT,No,South,27 April 2013,Hourly,Unknown,20-29,522,17.4,0
01 October 2018,41416,M,21,Group C,PT,No,South,28 August 2013,Hourly,Unknown,20-29,399,13.3,0
01 October 2018,41420,M,20,Group C,PT,No,South,18 April 2013,Hourly,Unknown,20-29,531,17.7,0
01 October 2018,41510,M,25,Group A,PT,No,South,26 October 2011,Hourly,Unknown,20-29,1071,35.7,0
01 October 2018,41512,F,21,Group G,PT,No,South,25 August 2012,Hourly,Unknown,20-29,767,25.57,0
01 October 2018,41518,M,52,Group C,PT,No,South,12 July 2013,Hourly,Unknown,50-65,446,14.87,0
01 October 2018,41526,M,51,Group B,PT,No,South,07 May 2014,Hourly,Unknown,50-65,147,4.9,0
01 October 2018,41544,M,47,Group F,PT,No,South,19 March 2014,Hourly,Unknown,30-49,196,6.53,0
01 October 2018,41692,M,48,Group D,FT,No,South,22 November 2012,Hourly,Unknown,30-49,678,22.6,0
01 October 2018,41704,M,20,Group A,PT,No,South,17 September 2014,Hourly,Unknown,20-29,14,0.47,0
01 October 2018,41708,M,25,Group E,PT,No,South,22 August 2014,Hourly,Unknown,20-29,40,1.33,0
01 October 2018,41712,F,25,Group B,PT,No,South,21 August 2014,Hourly,Unknown,20-29,41,1.37,0
01 October 2018,41714,M,28,Group G,PT,No,South,09 April 2014,Hourly,Unknown,20-29,175,5.83,0
01 October 2018,42106,M,59,Group B,PT,No,South,23 August 2012,Hourly,Unknown,50-65,769,25.63,0
01 October 2018,42114,F,19,Group A,PT,No,South,26 September 2014,Hourly,Unknown,20-29,5,0.17,0
01 October 2018,42118,F,19,Group B,PT,No,South,13 June 2014,Hourly,Unknown,20-29,110,3.67,0
01 October 2018,42236,M,65,Group G,FT,No,South,15 June 2011,Hourly,Unknown,50-65,1204,40.13,0
01 October 2018,42238,F,21,Group B,PT,No,South,20 October 2012,Hourly,Unknown,20-29,711,23.7,0
01 October 2018,42240,M,23,Group A,PT,No,South,13 August 2014,Hourly,Unknown,20-29,49,1.63,0
01 October 2018,42328,M,49,Group B,PT,No,South,01 June 2014,Hourly,Unknown,30-49,122,4.07,0
01 October 2018,42460,M,67,Group D,PT,No,South,04 June 2014,Hourly,Unknown,50-65,119,3.97,0
01 October 2018,42462,F,28,Group E,FT,No,South,24 May 2014,Hourly,Unknown,20-29,130,4.33,0
01 October 2018,42464,F,47,Group G,FT,No,South,24 May 2014,Hourly,Unknown,30-49,130,4.33,0
01 October 2018,42466,F,44,Group G,FT,No,South,19 June 2014,Hourly,Unknown,30-49,104,3.47,0
01 October 2018,42468,M,23,Group G,PT,No,South,24 May 2014,Hourly,Unknown,20-29,130,4.33,0
01 October 2018,42472,M,22,Group G,PT,No,South,24 May 2014,Hourly,Unknown,20-29,130,4.33,0
01 October 2018,42474,M,41,Group A,PT,No,South,19 June 2014,Hourly,Unknown,30-49,104,3.47,0
01 October 2018,42476,M,27,Group C,PT,No,South,24 May 2014,Hourly,Unknown,20-29,130,4.33,0
01 October 2018,42478,M,46,Group B,PT,No,South,13 June 2014,Hourly,Unknown,30-49,110,3.67,0
01 October 2018,42480,M,19,Group C,PT,No,South,01 June 2014,Hourly,Unknown,20-29,122,4.07,0
01 October 2018,42482,M,28,Group B,PT,No,South,01 June 2014,Hourly,Unknown,20-29,122,4.07,0
01 October 2018,42484,F,24,Group D,PT,No,South,13 June 2014,Hourly,Unknown,20-29,110,3.67,0
01 October 2018,42490,M,24,Group F,PT,No,South,19 June 2014,Hourly,Unknown,20-29,104,3.47,0
01 October 2018,42492,M,44,Group G,PT,No,South,06 June 2014,Hourly,Unknown,30-49,117,3.9,0
01 October 2018,42494,M,40,Group F,PT,No,South,29 May 2014,Hourly,Unknown,30-49,125,4.17,0
01 October 2018,42496,M,27,Group D,FT,No,South,04 June 2014,Hourly,Unknown,20-29,119,3.97,0
01 October 2018,42498,M,24,Group F,PT,No,South,04 June 2014,Hourly,Unknown,20-29,119,3.97,0
01 October 2018,42500,M,26,Group D,PT,No,South,04 June 2014,Hourly,Unknown,20-29,119,3.97,0
01 October 2018,42502,M,26,Group B,PT,No,South,04 June 2014,Hourly,Unknown,20-29,119,3.97,0
01 October 2018,42506,F,22,Group F,PT,No,South,04 June 2014,Hourly,Unknown,20-29,119,3.97,0
01 October 2018,42680,M,63,Group D,PT,No,South,20 June 2013,Hourly,Unknown,50-65,468,15.6,0
01 October 2018,42684,M,25,Group A,FT,No,South,14 February 2006,Hourly,Unknown,20-29,3151,105.03,0
01 October 2018,42708,M,62,Group E,PT,No,South,27 October 2011,Hourly,Unknown,50-65,1070,35.67,0
01 October 2018,42762,M,22,Group B,PT,No,South,26 September 2014,Hourly,Unknown,20-29,5,0.17,0
01 October 2018,42772,M,53,Group G,PT,No,South,28 May 2014,Hourly,Unknown,50-65,126,4.2,0
01 October 2018,42804,F,24,Group F,PT,No,South,07 September 2012,Hourly,Unknown,20-29,754,25.13,0
01 October 2018,42872,M,47,Group C,PT,No,South,18 September 2014,Hourly,Unknown,30-49,13,0.43,0
01 October 2018,42892,M,59,Group G,FT,No,South,19 June 2007,Hourly,Unknown,50-65,2661,88.7,0
01 October 2018,42896,M,20,Group B,PT,No,South,14 August 2013,Hourly,Unknown,20-29,413,13.77,0
01 October 2018,42910,M,51,Group A,PT,Yes,South,11 October 2014,Hourly,Unknown,50-65,0,0,0
01 October 2018,42922,M,48,Group F,PT,Yes,South,11 October 2014,Hourly,Unknown,30-49,0,0,0
01 October 2018,42924,F,24,Group E,PT,No,South,23 June 2011,Hourly,Unknown,20-29,1196,39.87,0
01 October 2018,42928,M,39,Group C,PT,Yes,South,28 October 2014,Hourly,Unknown,30-49,0,0,0
01 October 2018,42934,F,22,Group E,PT,No,South,10 July 2014,Hourly,Unknown,20-29,83,2.77,0
01 October 2018,43056,M,32,Group A,PT,No,South,01 May 2014,Hourly,Unknown,30-49,153,5.1,0
01 October 2018,43058,M,37,Group C,PT,No,South,16 August 2013,Hourly,Unknown,30-49,411,13.7,0
01 October 2018,43128,M,23,Group B,PT,No,South,25 February 2012,Hourly,Unknown,20-29,949,31.63,0
01 October 2018,43130,M,22,Group A,PT,No,South,28 February 2014,Hourly,Unknown,20-29,215,7.17,0
01 October 2018,43134,F,20,Group E,PT,No,South,31 July 2013,Hourly,Unknown,20-29,427,14.23,0
01 October 2018,43142,F,23,Group A,PT,No,South,03 July 2014,Hourly,Unknown,20-29,90,3,0
01 October 2018,43144,M,25,Group E,PT,No,South,20 June 2014,Hourly,Unknown,20-29,103,3.43,0
01 October 2018,43154,M,19,Group G,PT,No,South,19 September 2014,Hourly,Unknown,20-29,12,0.4,0
01 October 2018,43160,M,37,Group F,PT,No,South,20 January 2014,Hourly,Unknown,30-49,254,8.47,0
01 October 2018,43308,M,18,Group C,PT,No,South,31 October 2012,Hourly,Unknown,20-29,700,23.33,0
01 October 2018,43312,M,21,Group F,PT,No,South,14 March 2014,Hourly,Unknown,20-29,201,6.7,0
01 October 2018,43336,M,22,Group E,PT,No,South,31 March 2012,Hourly,Unknown,20-29,914,30.47,0
01 October 2018,43340,F,23,Group G,FT,No,South,20 August 2013,Hourly,Unknown,20-29,407,13.57,0
01 October 2018,43342,F,23,Group F,FT,No,South,31 March 2012,Hourly,Unknown,20-29,914,30.47,0
01 October 2018,43350,M,69,Group E,PT,No,South,06 November 2013,Hourly,Unknown,50-65,329,10.97,0
01 October 2018,43356,F,23,Group B,FT,No,South,02 September 2009,Hourly,Unknown,20-29,1855,61.83,0
01 October 2018,43364,M,32,Group G,PT,Yes,North,09 October 2014,Hourly,Unknown,30-49,0,0,0
01 October 2018,43376,F,48,Group A,PT,No,North,16 October 2012,Hourly,Unknown,30-49,715,23.83,0
01 October 2018,43380,M,27,Group C,PT,No,North,05 July 2012,Hourly,Unknown,20-29,818,27.27,0
01 October 2018,43384,F,22,Group F,PT,No,North,11 June 2014,Hourly,Unknown,20-29,112,3.73,0
01 October 2018,43388,F,21,Group D,PT,No,North,07 June 2014,Hourly,Unknown,20-29,116,3.87,0
01 October 2018,43396,F,23,Group C,PT,No,North,23 May 2014,Hourly,Unknown,20-29,131,4.37,0
01 October 2018,43398,M,23,Group C,PT,No,North,22 May 2014,Hourly,Unknown,20-29,132,4.4,0
01 October 2018,43408,F,21,Group A,PT,No,North,13 August 2014,Hourly,Unknown,20-29,49,1.63,0
01 October 2018,43414,F,19,Group E,FT,No,North,26 September 2013,Hourly,Unknown,20-29,370,12.33,0
01 October 2018,43416,M,20,Group D,PT,No,North,27 June 2014,Hourly,Unknown,20-29,96,3.2,0
01 October 2018,43418,M,22,Group B,PT,No,North,01 August 2014,Hourly,Unknown,20-29,61,2.03,0
01 October 2018,43422,M,23,Group B,PT,No,North,10 July 2014,Hourly,Unknown,20-29,83,2.77,0
01 October 2018,43424,M,34,Group E,PT,No,North,16 May 2014,Hourly,Unknown,30-49,138,4.6,0
01 October 2018,43426,M,23,Group C,PT,Yes,North,15 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,43428,F,19,Group D,PT,No,North,08 August 2013,Hourly,Unknown,20-29,419,13.97,0
01 October 2018,43430,F,49,Group A,FT,No,North,16 September 2011,Hourly,Unknown,30-49,1111,37.03,0
01 October 2018,43432,F,36,Group C,FT,No,North,10 March 2011,Hourly,Unknown,30-49,1301,43.37,0
01 October 2018,43438,M,60,Group G,FT,No,North,19 July 2012,Hourly,Unknown,50-65,804,26.8,0
01 October 2018,43440,F,26,Group G,FT,No,North,31 May 2007,Hourly,Unknown,20-29,2680,89.33,0
01 October 2018,43442,M,24,Group C,PT,Yes,North,24 October 2014,Hourly,Unknown,20-29,0,0,0
01 October 2018,43496,M,45,Group C,PT,No,North,28 August 2014,Hourly,Unknown,30-49,34,1.13,0
01 October 2018,43526,M,58,Group C,FT,No,North,26 April 2008,Hourly,Unknown,50-65,2349,78.3,0
01 October 2018,43538,M,26,Group C,PT,No,North,12 June 2008,Hourly,Unknown,20-29,2302,76.73,0
01 October 2018,43570,F,20,Group A,PT,No,North,06 November 2013,Hourly,Unknown,20-29,329,10.97,0
01 October 2018,43584,M,21,Group G,PT,No,North,02 July 2014,Hourly,Unknown,20-29,91,3.03,0
01 October 2018,43590,M,26,Group D,PT,No,North,09 July 2014,Hourly,Unknown,20-29,84,2.8,0
01 October 2018,43606,F,24,Group B,PT,No,North,31 August 2011,Hourly,Unknown,20-29,1127,37.57,0
01 October 2018,43610,M,25,Group C,PT,No,North,20 March 2007,Hourly,Unknown,20-29,2752,91.73,0
01 October 2018,43612,M,55,Group G,PT,No,North,27 February 2007,Hourly,Unknown,50-65,2773,92.43,0
01 October 2018,43614,M,61,Group F,PT,No,North,26 March 2014,Hourly,Unknown,50-65,189,6.3,0
01 October 2018,43626,M,19,Group F,PT,No,North,29 November 2013,Hourly,Unknown,20-29,306,10.2,0
